Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD,Australia,AUS,..,81601.8137845401,90147.4801742949,92551.2690600439,94022.7069770532,95697.0346102159,95946.0707796447,97043.0608481709,97261.2710123126,97835.3455786196,97976.2606885252,99568.680385063
GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,Australia,AUS,6.13616670284372,6.79350831053904,7.91328887953259,8.32735021948414,8.56097128996968,8.86462725575346,8.68670942895289,..,..,..,..,..
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,Australia,AUS,3.4240830442177,4.66356193268626,7.30437988134957,7.68153977785771,8.39406780763529,8.787819682664,8.44089792386931,..,..,..,..,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Australia,AUS,530012307110.798,734383520131.719,1015659746915.8,1055454950014.55,1082737380758.36,1110164360137.99,1134506350410.03,1165939575536.21,1192763305275.68,1227941303727.16,1254476578633.38,1250903336355.91
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Australia,AUS,295755679708.594,504134663847.445,937507114248.881,973601321979.203,1061628486313.88,1100545339758.17,1102402742501.65,1145196792620.93,1192763305275.68,1255451034244.82,1324171341809.51,1349040354247.11
GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,Australia,AUS,403860000000,661159000000,1416622000000,1499458000000,1536307000000,1598530000000,1624601000000,1660714000000,1762371000000,1848560000000,1952680000000,1985437999999.99
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Australia,AUS,17.2381518347942,17.7870981110444,17.8107497977583,17.9862323586256,17.8403795595542,17.6973844719836,18.0607422991861,18.6568548226847,18.6135041940658,18.6869238758818,19.0084908945654,20.2586532543449
General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,Australia,AUS,2.64948807528424,3.07831620656187,3.40254059237391,3.65179759163358,0.292198762176341,1.53859518408012,2.41951405707066,4.29034527737528,5.03556564626584,3.71161172816514,4.96674321007207,6.58314811072944
General government final consumption expenditure (constant 2010 US$),NE.CON.GOVT.KD,Australia,AUS,112980987858.844,152649877918.966,213312710468.043,221102458891.563,221748517539.586,225160329551.219,230608115375.658,240501999762.921,252612635841.565,261988636060.288,275000938852.973,293104657963.56
General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,Australia,AUS,152493000000,206035000000,287913000000,298427000000,299299000000,303904000000,311257000000,324611000000,340957000000,353612000000,371175000000,395610000000
General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,Australia,AUS,69618000000,117601000000,252311000000,269696000000,274083000000,282898000000,293415000000,309837000000,328039000000,345439000000,371175000000,402223000000
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,Australia,AUS,53572912658.7149,73856057275.639,248753820368.727,278094452464.426,281197291474.3,259706233360.874,244125967218.571,225532828650.459,247408552681.198,267761413843.888,265466313832.07,269622603566.162
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,Australia,AUS,43.1481702792439,-13.5049919095707,..,..,..,..,..,..,..,..,..,..
Gini index (World Bank estimate),SI.POV.GINI,Australia,AUS,..,..,..,..,..,34.4,..,..,..,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
GNI (constant LCU),NY.GNP.MKTP.KN,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current LCU),NY.GNP.MKTP.CN,Australia,AUS,389586000000,642067000000,1359758000000,1453854000000,1498094000000,1556700000000,1591392000000,1621419000000,1714410000000,1789948000000,1890395000000,1944006000000
GNI (current US$),NY.GNP.MKTP.CD,Australia,AUS,299796844940.362,403232431074.546,1340587597357.78,1499127655186.64,1536979583461.58,1429082897273.48,1324063566020.47,1180243849177.46,1293016064559.92,1387449034958.53,1352020454870.55,1303127765115.97
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
GNI per capita (current LCU),NY.GNP.PCAP.CN,Australia,AUS,22829.4003551107,33523.0512191302,60866.4520682699,63952.1515967759,64773.6788393043,66311.1612585038,66820.3029098721,67025.9697166377,69686.1944584678,71647.53448468,74525.5067414736,75680.417997542
GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Australia,AUS,17300,21120,50320,60210,66020,65150,60500,54140,51560,53190,55100,53730
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Australia,AUS,..,..,..,..,..,..,..,..,47163.2452158858,..,..,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Australia,AUS,16720,25560,40280,41520,44760,45650,45340,46220,47160,48660,50540,51420
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Australia,AUS,295181914979.951,404481667992.145,1124159547094.07,1368690082993.51,1526863400178.01,1529421095384.19,1440831947977.33,1309758706101.23,1268539634472.79,1328936835420.24,1397555434163.32,1380167803129.02
"GNI, PPP (constant 2017 international $)",NY.GNP.MKTP.PP.KD,Australia,AUS,..,..,..,..,..,..,..,..,1160303555946.89,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Australia,AUS,285302511352.826,489576987097.714,899875053935.933,943990546160.514,1035222299693.94,1071746498596.55,1079868167750.23,1118099707893.5,1160303555946.89,1215644646559.73,1281934000297.02,1320888661795.78
GNI: linked series (current LCU),NY.GNP.MKTP.CN.AD,Australia,AUS,389586000000,642067000000,1359758000000,1453854000000,1498094000000,1556700000000,1591392000000,1621419000000,1714410000000,1789948000000,1890395000000,1944005999999.99
Goods and services expense (% of expense),GC.XPN.GSRV.ZS,Australia,AUS,26.2241049281337,10.5920255223478,9.8758870536937,10.135517809673,9.96840493958733,10.0103108249374,10.0548660555102,10.2312835150981,10.3129252281947,10.2589736265829,10.7743889758651,..
Goods and services expense (current LCU),GC.XPN.GSRV.CN,Australia,AUS,23153000000,16866000000,36420000000,39729000000,39659000000,42038000000,43708000000,45772000000,48278000000,49565000000,54919000000,..
"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,Australia,AUS,39732496801.3425,64039984645.4577,271925907371.409,258389569714.081,254181127140.474,240671089555.693,188212275427.047,192907105203.399,231566200236.55,257849005037.753,271440966444.509,250660220328.187
"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,Australia,AUS,39236085998.3736,68928612290.7895,249182131076.796,266665469821.629,246870579668.78,238480860657.99,207225205215.02,198702570114.047,221063606870.039,236906349932.353,223427196266.887,210720700988.186
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Australia,AUS,4.67634010314941,4.89146995544434,5.07451009750366,4.86899995803833,5.22974014282227,5.16477012634277,5.31127023696899,5.276780128479,5.12424993515015,..,..,..
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,Australia,AUS,13.5917196273804,13.3601598739624,13.4849996566772,13.1744003295898,14.0413904190063,13.8837900161743,14.079719543457,13.7710695266724,13.6134099960327,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Australia,AUS,..,16.74596,19.96941,18.14095,18.65626,18.24146,18.78482,19.30184,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Australia,AUS,..,..,..,16.08962,16.77557,16.54706,17.13625,14.98139,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Australia,AUS,..,..,..,19.06647,22.28509,21.85707,21.46599,17.82954,..,..,..,..
Grants and other revenue (% of revenue),GC.REV.GOTR.ZS,Australia,AUS,7.60245155548364,11.1142828846568,10.7166195403402,10.1322011000675,10.4319058606123,10.2568373363536,10.875744840996,10.5565688789414,11.4145340552864,10.8817799950778,11.3682298039384,..
Grants and other revenue (current LCU),GC.REV.GOTR.CN,Australia,AUS,7517000000,19078000000,34603000000,35700000000,39290000000,40027000000,43348000000,43581000000,50067000000,52174000000,58441000000,..
"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Australia,AUS,29.0023770613579,26.3080439047188,26.5072122273973,27.7425576441621,27.8957916614323,26.7456350522042,26.2706966202778,25.37197855862,24.0567962137371,24.528660146276,23.1968883790483,22.2555426057122
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (constant LCU),NE.GDI.TOTL.KN,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (current LCU),NE.GDI.TOTL.CN,Australia,AUS,117129000000,173938000000,375507000000,415988000000,428565000000,427537000000,426794000000,421356000000,423970000000,453427000000,452961000000,441870000000
Gross capital formation (current US$),NE.GDI.TOTL.CD,Australia,AUS,90133897652.9434,109236952835.521,370212954747.116,428942049907.197,439689135118.498,392487836225.099,355099425908.977,306708400058.233,319760162908.213,351466552980.389,323960091546.274,296199222415.873
Gross domestic income (constant LCU),NY.GDY.TOTL.KN,Australia,AUS,788021454614.012,1052908210614.05,1627884957815.35,1693852732089.31,1701353566517.61,1730673515189.84,1728302051647.76,1737394800752.46,1825368927944.79,1886944169524.03,1952680000000,1950871222869.92
Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,Australia,AUS,27.5961967018274,24.1483516067996,27.4734544571523,27.4939344749903,26.5997616361834,26.3180547127674,24.7460145598827,23.0965115004751,24.6496906723953,24.9099298913749,25.7083597926952,26.0736925554966
Gross domestic savings (current LCU),NY.GDS.TOTL.CN,Australia,AUS,111450000000,159659000000,389195000000,412260000000,408654000000,420702000000,402024000000,383567000000,434419000000,460475000000,502002000000,517677000000
Gross domestic savings (current US$),NY.GDS.TOTL.CD,Australia,AUS,85763755290.4963,100269421591.409,383707975944.001,425097958341.926,419261311172.669,386213164417.516,334490390215.492,279201484932.305,327640847726.073,356929695372.452,359034472893.72,347015015417.616
Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,Australia,AUS,27.7180210964196,25.9970748337389,26.0559274104172,27.4296445782409,27.8587547931501,26.8843249735695,26.2044649732457,25.303453815648,23.9534127604233,24.3465183710564,23.2347338017494,22.5158881818521
Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,Australia,AUS,0.906449525716297,8.09424324778909,3.59974028346628,11.603096001792,2.89134347862294,-1.88909871957166,-3.69188204760485,-3.64298844970384,-0.0389764910217423,4.98911196999236,-1.46274718472749,-2.7956799647344
Gross fixed capital formation (constant 2010 US$),NE.GDI.FTOT.KD,Australia,AUS,126739057890.636,187230889321.618,321724052090.368,359054002715.268,369435487207.511,362456486149.03,349075020206.515,336358257539.59,336227156893.54,353001906224.48,347838380779.147,338113932858.048
Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,Australia,AUS,165311000000,244213000000,419638000000,468329000000,481870000000,472767000000,455313000000,438726000000,438555000000,460435000000,453700000000,441016000000
Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,Australia,AUS,111942000000,171882000000,369114000000,411296000000,427996000000,429754000000,425718000000,420218000000,422148000000,450060000000,453700000000,447039000000
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,Australia,AUS,86142362447.095,107945738868.304,363910085773.44,424103938956.486,439105365753.565,394523088221.794,354204176720.193,305880040762.848,318386001960.932,348856677776.917,324488628236.304,299664164097.064
"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,Australia,AUS,24.4582280988461,22.9826713392694,22.2537134111993,23.7653872265845,24.577444482125,23.6848854885426,23.0550762925789,22.069061861344,20.399734221682,20.5859696195958,19.3474609254973,18.4470126994648
"Gross fixed capital formation, private sector (current LCU)",NE.GDI.FPRV.CN,Australia,AUS,98777000000,151952000000,315251000000,356352000000,377585000000,378610000000,374553000000,366504000000,359519000000,380544000000,377794000000,366254000000
"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Australia,AUS,101.406180359531,102.159692297919,99.033757770245,100.248623169172,101.296030025249,100.427580339437,101.524682060395,102.275467058145,99.4071055413417,99.6187302549011,97.4885285863531,96.1818500502156
Gross national expenditure (constant 2010 US$),NE.DAB.TOTL.KD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Gross national expenditure (current LCU),NE.DAB.TOTL.CN,Australia,AUS,409539000000,675438000000,1402934000000,1503186000000,1556218000000,1605365000000,1649371000000,1698503000000,1751922000000,1841512000000,1903639000000,1909631000000
Gross national expenditure (current US$),NE.DAB.TOTL.CD,Australia,AUS,315151212004.617,424190165169.88,1383154885142.46,1549995875438.23,1596612290961.32,1473758376939.32,1372303020217.99,1236353908865.92,1321307790934.46,1427418029610.11,1361492633385.78,1280085132055.24
Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Gross savings (% of GDP),NY.GNS.ICTR.ZS,Australia,AUS,24.3169307148632,21.2419059535925,23.3008316834885,24.3083626038461,23.9911373796436,23.5936397979751,22.6402075025806,20.6665367914563,21.8345052116675,21.6947847137243,22.4660301913692,23.9187526254983
Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,Australia,AUS,25.2078761518757,21.8735385845578,24.275253965137,25.0708590912416,24.6030971983788,24.227623194101,23.112660959022,21.1673891702802,22.445330337779,22.4051822904365,23.2062441098727,24.4285256193983
Gross savings (current LCU),NY.GNS.ICTR.CN,Australia,AUS,98206356385.0464,140442772983.713,330084707811.268,364493687732.379,368577522943.081,377151410262.571,367813037489,343212069810.865,384804987843.917,401041112304.022,438689678340.828,474892003752.64
Gross savings (current US$),NY.GNS.ICTR.CD,Australia,AUS,75572417379.7971,88201201396.5412,325431043883.731,375844182029.675,378144580838.29,346232819482.76,306026322896.248,249826808713.689,290221727011.024,310860485469.36,313753167172.67,318334899954.846
Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,Australia,AUS,565556555408.3,782765767511.182,1093705925007.76,1138347758255.14,1168575403564.25,1199907421714.45,1227787809305.98,1259411745294.16,1288855978446.25,1328424994570.49,1360117441887.99,1360230634519.04
Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,Australia,AUS,759454000000,1051132000000,1468676000000,1528623000000,1569214000000,1611288000000,1648727000000,1691193000000,1730732000000,1783867000000,1826425000000,1826577000000
Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,Australia,AUS,373373000000,608790000000,1323757000000,1406789000000,1440040000000,1494417000000,1515877000000,1543894000000,1642459000000,1724162000000,1826425000000,1858892000000
Gross value added at basic prices (GVA) (current US$),NY.GDP.FCST.CD,Australia,AUS,287320507887.649,382333731080.826,1305094153603.47,1450597030315.53,1477418692931.16,1371905811071.33,1261233879690.49,1123812782064.35,1238750282826.76,1336456088675.3,1306268774138.18,1246073200160.88
HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,Australia,AUS,612.5,2545.7,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Australia,AUS,..,..,18.1131442203837,17.3487245764532,18.0893618109223,19.0952520736956,19.8179269594405,20.7310511455495,17.9618545365503,18.3247962772353,21.5247036043167,..
High-technology exports (current US$),TX.VAL.TECH.CD,Australia,AUS,..,..,5651820508,5488081110,5367019937,5487641576,5123915237,5406743775,4837243928,5274079796,6411061180,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Australia,AUS,..,4.04,3.79,3.75,3.74,3.79,3.82,3.84,..,..,..,..
Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,Australia,AUS,55.1656514633784,58.064550282156,54.7157957450894,54.5198331663841,55.5598588042624,55.984560815249,57.1932431409312,58.2466336768402,56.7368051335389,56.4031462327433,55.2831493127394,53.6676541901585
